YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2017-fa,PHYS,325,Classical Mechanics I,10,16,13,11,11,12,11,12,9,7,1,4,5,1,"Hooberman, Benjamin"
2017-fa,PHYS,326,Classical Mechanics II,8,3,10,5,4,4,5,4,2,1,2,1,1,0,"Makins, Naomi C"
2017-fa,PHYS,401,Classical Physics Lab,1,6,8,2,5,4,1,2,4,0,0,0,0,0,"Colla, Eugene V"
2017-fa,PHYS,402,Light,2,9,2,8,1,3,0,3,0,0,0,0,0,0,"Bezryadin, Alexey"
2017-fa,PHYS,404,Electronic Circuits,1,4,1,5,3,5,0,4,0,0,0,0,0,0,"Giannetta, Russell W"
2017-fa,PHYS,419,"Space, Time, and Matter-ACP",1,2,6,7,3,3,2,0,0,0,1,0,5,1,"Leggett, Anthony J"
2017-fa,PHYS,427,Thermal & Statistical Physics,2,4,5,4,6,3,7,3,4,0,3,2,2,0,"Shelton, Julia F"
2017-fa,PHYS,435,Electromagnetic Fields I,19,16,4,15,9,8,5,8,10,1,7,1,0,1,"Sickles, Anne M"
2017-fa,PHYS,436,Electromagnetic Fields II,8,5,4,6,4,6,6,5,2,2,0,0,0,0,"Neubauer, Mark"
2017-fa,PHYS,460,Condensed Matter Physics,7,19,3,5,1,0,2,3,2,0,2,0,1,0,"Hughes, Taylor L"
2017-fa,PHYS,475,Introduction to Biophysics,5,13,5,6,8,4,2,3,1,0,0,1,0,1,"Selvin, Paul R"
2017-fa,PHYS,485,Atomic Phys & Quantum Theory,10,11,8,6,8,7,0,0,0,0,0,0,1,0,"Vishveshwara, Smitha"
2017-fa,PHYS,486,Quantum Physics I,20,4,9,7,5,4,8,2,5,1,2,0,1,1,"Beck, Douglas H"
2017-fa,PHYS,487,Quantum Physics II,6,7,5,4,2,11,0,2,0,0,0,0,0,0,"Wiss, James E"
2017-fa,PHYS,508,Mathematical Physics I,7,6,4,2,3,2,0,0,0,0,0,0,0,1,"Stone, Michael"
2017-fa,PHYS,515,General Relativity I,3,8,15,2,1,0,0,0,0,0,0,0,0,0,"Shapiro, Stuart L"
2017-fa,PHYS,580,Quantum Mechanics I,19,11,6,0,3,1,0,0,0,0,0,0,0,0,"Fradkin, Eduardo H"
2017-fa,PHYS,582,General Field Theory,4,12,5,4,1,3,1,1,0,0,1,0,0,0,"Leigh, Robert G"
2017-fa,PLPA,200,"Plants, Pathogens, and People",0,59,0,0,35,0,0,7,0,0,0,0,4,0,"Lambert, Kris N"
2017-fa,PLPA,407,Diseases of Field Crops,1,9,0,1,5,1,3,1,1,0,0,0,0,0,"Mideros Mora, Santiago X"
2017-fa,PS,100,Intro to Political Science,19,47,27,28,25,14,11,12,4,1,4,0,2,1,"Kourtikakis, Konstantinos"
2017-fa,PS,100,Intro to Political Science,1,7,5,0,5,0,2,1,1,2,0,1,0,0,"Lassi, Leif T"
2017-fa,PS,101,Intro to US Gov & Pol,17,49,34,19,34,13,11,9,2,2,2,2,4,0,"Sin, Gisela"
2017-fa,PS,152,The New Middle East,13,22,15,8,9,2,5,2,2,0,1,2,2,0,"Livny, Avital"
2017-fa,PS,199,Drones and Asymmetric Warfare,0,14,23,14,6,4,1,3,1,0,0,0,2,2,"Grossman, Nicholas"
2017-fa,PS,220,Intro to Public Policy,3,57,0,5,67,0,2,24,0,0,5,0,2,0,"Ashley, Jeffrey S"
2017-fa,PS,225,Environmental Politics&Policy,1,4,5,6,3,4,2,2,0,2,1,0,3,1,"Pahre, Robert D"
2017-fa,PS,230,Intro to Pol Research,0,17,3,3,4,1,1,2,0,0,0,0,2,0,"Bowers, Jake"
2017-fa,PS,240,Intro to Comp Politics,14,46,40,11,20,4,1,0,1,0,0,0,2,0,"Leff, Carol S"
2017-fa,PS,241,Comp Politics in Dev Nations,6,14,18,12,8,8,4,9,2,1,0,1,2,0,"Winters, Matthew S"
2017-fa,PS,270,Intro to Political Theory,0,8,9,10,23,8,6,3,3,1,0,0,0,1,"Miller, Benjamin M"
2017-fa,PS,280,Intro to Intl Relations,12,4,25,23,24,17,7,10,8,0,3,3,5,0,"Chaudoin, Robert S"
2017-fa,PS,280,Intro to Intl Relations,5,21,9,6,6,5,3,1,0,1,1,0,2,1,"Brennan, Bernard J"
2017-fa,PS,300,Terrorism,2,5,4,3,10,5,6,6,3,0,0,3,3,0,"Lynn, John A"
2017-fa,PS,301,The US Constitution I,25,20,10,11,6,3,0,1,0,1,1,2,0,0,"Uribe-McGuire, Alicia B"
2017-fa,PS,312,Politics and the Media,3,2,6,6,8,10,6,6,6,0,3,0,1,0,"Althaus, Scott"
2017-fa,PS,323,Law and Representation,0,10,12,10,17,10,5,2,5,0,2,1,1,0,"Cho, Wendy K"
2017-fa,PS,348,Gov & Pol in Western Europe,16,26,15,10,10,7,4,3,2,0,1,0,3,0,"Kourtikakis, Konstantinos"
2017-fa,PS,385,Politics of the European Union,5,7,7,1,1,2,1,1,0,0,0,0,0,0,"Kourtikakis, Konstantinos"
2017-fa,PSM,501,PSM Industry Seminar I,17,5,0,1,0,0,1,0,1,0,0,0,0,0,"Bosecker, Natalie B"
2017-fa,PSYC,100,Intro Psych,1,6,2,7,14,4,1,6,3,1,1,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,4,8,4,9,6,4,5,3,2,0,0,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,8,4,9,2,4,4,1,1,3,0,1,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,6,3,3,11,3,5,7,0,3,2,0,1,2,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,1,4,6,3,17,2,2,4,2,1,2,0,1,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,15,4,9,9,2,3,5,0,0,0,1,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,9,5,11,3,3,7,1,0,3,0,0,1,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,5,4,15,6,3,2,0,1,2,1,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,6,8,5,10,1,3,5,2,0,1,0,4,1,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,8,5,5,15,3,4,3,1,0,2,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,6,4,7,9,1,4,5,1,1,3,1,2,1,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,11,4,5,7,2,2,2,1,0,0,1,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,1,11,3,5,12,1,5,2,1,0,2,0,1,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,3,6,8,18,2,1,3,1,0,2,0,1,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,1,9,6,3,10,0,4,5,1,0,1,1,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,5,6,16,4,0,5,1,1,1,0,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,1,2,8,1,2,4,0,0,1,1,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,6,4,9,14,2,1,1,1,1,0,2,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,7,4,5,11,3,2,6,1,1,3,0,4,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,3,3,2,5,3,0,4,2,0,0,0,1,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,6,2,5,8,2,3,10,2,0,1,0,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,3,5,10,15,4,1,6,0,0,0,1,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,8,8,3,19,2,1,3,0,1,0,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,14,7,8,9,5,1,0,1,1,0,1,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,19,6,3,9,4,4,0,0,0,1,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,1,10,5,4,17,1,2,2,2,2,2,0,0,1,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,1,9,8,5,12,2,1,4,0,0,2,0,2,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,5,3,4,6,2,0,4,0,0,0,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,100,Intro Psych,0,57,0,0,53,0,0,45,0,0,3,0,5,1,"Srull, Thomas K"
2017-fa,PSYC,103,Intro Experimental Psych,2,18,0,6,17,0,0,6,0,1,0,0,0,0,"Irwin, David E"
2017-fa,PSYC,105,Psych Introduction,0,12,6,3,2,0,0,0,0,0,1,0,0,0,"Travis, Lisa L"
2017-fa,PSYC,199,Undergraduate Open Seminar,12,3,0,2,2,2,0,1,0,0,0,0,2,0,"O'Brien, Margaret M"
2017-fa,PSYC,201,Intro to Social Psych,2,8,4,3,3,8,1,1,0,0,7,0,5,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,3,7,3,5,9,4,4,3,3,2,1,0,1,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,3,5,2,9,7,5,6,2,5,1,0,0,2,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,3,10,5,6,9,2,3,3,3,0,1,0,3,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,5,10,3,4,6,5,4,3,3,0,0,1,2,1,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,4,5,6,7,12,3,2,2,0,1,0,0,2,1,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,3,11,3,2,8,4,3,4,2,0,1,0,1,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,3,6,3,7,5,3,8,4,1,1,0,1,1,1,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,4,8,4,5,10,3,6,2,1,1,1,0,2,0,"Albarracin, Dolores"
2017-fa,PSYC,201,Intro to Social Psych,2,6,4,10,8,4,5,2,1,1,2,0,1,0,"Albarracin, Dolores"
2017-fa,PSYC,204,Intro to Brain and Cognition,14,62,22,11,18,5,4,7,2,1,0,2,2,0,"Dolcos, Sanda M"
2017-fa,PSYC,210,Behavioral Neuroscience,6,30,8,7,49,15,9,20,7,5,6,4,5,2,"Uddin, Eva M"
2017-fa,PSYC,216,Child Psych,0,84,0,0,59,0,0,35,0,0,13,0,6,1,"Fisher, Cynthia L"
2017-fa,PSYC,224,Cognitive Psych,0,89,0,0,67,0,0,26,0,0,5,0,6,3,"Sahakyan, Lili"
2017-fa,PSYC,230,Perception & Sensory Processes,74,29,24,6,19,20,2,4,4,2,2,0,5,0,"Lleras Buetti, Simona"
2017-fa,PSYC,235,Intro to Statistics,10,4,6,3,1,2,0,1,2,0,1,0,2,0,"Wang, Michelle Y"
2017-fa,PSYC,238,Psychopathol & Probs in Living,14,14,8,5,3,1,0,1,0,0,0,1,1,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,0,18,9,11,3,1,1,4,0,0,0,0,0,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,0,13,8,10,6,4,1,1,0,0,0,0,0,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,1,8,9,4,5,1,3,0,0,0,0,0,0,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,6,17,10,8,1,1,1,0,0,0,0,0,1,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,8,13,11,10,2,0,1,0,0,0,0,0,0,0,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,0,11,10,8,6,2,4,1,0,0,0,0,1,1,"Lyubansky, Mikhail"
2017-fa,PSYC,238,Psychopathol & Probs in Living,0,17,6,8,1,4,3,1,0,0,0,0,0,0,"Lyubansky, Mikhail"
2017-fa,PSYC,239,Community Psych,6,25,18,6,11,5,4,0,0,2,1,0,0,0,"Todd, Nathan R"
2017-fa,PSYC,245,Industrial Org Psych,19,50,17,17,18,7,3,5,1,4,0,0,6,1,"Newman, Daniel A"
2017-fa,PSYC,248,Learning and Memory,1,32,0,0,38,0,0,31,0,0,6,0,2,4,"Benjamin, Aaron S"
2017-fa,PSYC,250,Psych of Personality,22,19,23,12,24,9,10,8,2,4,3,1,2,2,"Derringer, Jaime L"
2017-fa,PSYC,312,Psychology of Race & Ethnicity,2,13,19,31,19,11,7,2,2,0,0,0,2,0,"Lyubansky, Mikhail"
2017-fa,PSYC,324,Developmental Psychopathology,5,22,12,9,16,8,3,16,3,4,6,0,0,1,"Rudolph, Karen D"
2017-fa,PSYC,333,Social Psych in Society Lab,0,6,20,11,16,16,7,7,2,0,1,1,2,0,"Cohen, Dov"
2017-fa,PSYC,336,Depression and Mood Disorders,1,19,5,2,5,2,1,0,0,0,1,0,1,0,"Hankin, Benjamin L"
2017-fa,PSYC,336,Alcohol and Alcoholism,2,13,8,12,7,0,2,1,0,1,0,0,0,0,"Fairbairn, Catharine E"
2017-fa,PSYC,336,Stress and Health,0,23,0,0,8,0,0,3,0,0,1,0,0,0,"Laurent, Heidemarie K"
2017-fa,PSYC,336,Stress&Resilency in Childhood,0,14,5,6,1,3,4,2,0,0,0,0,0,0,"Cohen, Joseph R"
2017-fa,PSYC,340,CounselCenterParaProfessional,0,15,5,1,1,0,0,0,0,0,0,0,0,0,"Kwapil, Thomas R"
2017-fa,PSYC,350,Personality Lab,0,56,0,0,7,0,0,0,0,0,1,0,3,0,"Fraley, Robert C"
2017-fa,PSYC,353,Social Cognition,0,34,0,0,26,0,0,16,0,0,2,0,3,0,"Srull, Thomas K"
2017-fa,PSYC,357,Intro Cognitive Science,2,3,2,1,8,1,2,9,2,0,0,0,0,1,"Hummel, John E"
2017-fa,PSYC,363,Developmental Child Psych Lab,9,11,4,1,3,0,0,1,0,0,1,1,0,0,"Shenouda, Christine K"
2017-fa,PSYC,396,The Psychology of Politics,9,6,4,6,1,1,1,0,0,0,0,0,0,0,"Stern, Chadly D"
2017-fa,PSYC,396,Psychology of Morality,0,11,2,6,14,2,2,0,0,0,0,0,1,1,"Laurent, Sean M"
2017-fa,PSYC,403,Memory and Amnesia,0,158,0,0,30,0,0,2,0,0,2,0,0,0,"Schwarb Rohrig, Hillary D"
2017-fa,PSYC,414,"Brain, Learning, and Memory",15,24,0,4,16,0,0,5,0,1,3,0,2,0,"Collins, Sean M"
2017-fa,PSYC,417,Neurosci of Eating & Drinking,16,13,10,5,5,3,4,1,1,1,1,0,1,0,"Liang, Nu-Chu"
2017-fa,PSYC,433,Evolutionary Neuroscience,4,13,10,9,7,2,2,8,0,1,0,3,3,0,"Rhodes, Justin S"
2017-fa,PSYC,450,Cognitive Psychophysiology,7,15,0,0,3,0,0,3,0,0,0,0,0,0,"Federmeier, Kara D"
2017-fa,PSYC,465,Personality and Soc Dev,8,12,4,6,12,10,4,5,0,3,2,2,0,0,"Bub, Kristen L"
2017-fa,PSYC,468,Psych and Law,2,18,13,8,11,7,7,4,0,0,1,0,0,0,"Miller, Andrea L"
2017-fa,PSYC,475,Personnel Psych,0,8,10,11,12,6,3,3,2,2,0,0,0,0,"Phan, Wei Ming Jonath"
2017-fa,PSYC,490,Measurement & Test Develop Lab,10,8,1,2,0,0,0,0,0,0,0,0,0,0,"Chang, Hua-hua"
2017-fa,PSYC,506,Statistical Methods I,0,29,2,0,5,1,0,1,0,0,0,0,0,0,"Koehn, Hans F"
2017-fa,PSYC,514,Seminar in Cognitive Science,7,5,3,4,4,2,0,0,0,0,0,0,1,1,"Hummel, John E"
2017-fa,REHB,330,Disability in American Society,13,28,20,14,6,4,3,0,0,0,0,0,1,0,"Rice, Laura A"
2017-fa,REHB,402,Medical Aspects of Disability,0,6,11,4,4,2,0,0,1,0,0,0,0,0,"Strauser, David R"
2017-fa,REL,101,Bible as Literature,0,12,2,3,6,0,2,1,0,0,1,0,0,0,"Layton, Richard A"
2017-fa,REL,108,Religion & Society in West I,51,25,4,2,1,1,1,1,0,0,0,0,1,0,"Rosenstock, Bruce"
2017-fa,REL,110,World Religions,1,2,4,5,3,3,1,1,0,1,0,1,2,0,"Mandayam Comar, Janani"
2017-fa,REL,110,World Religions,2,5,6,6,2,2,0,0,0,0,0,2,0,0,"Brinks, Michael J"
2017-fa,REL,110,World Religions,2,11,3,3,2,2,1,0,0,1,0,0,0,0,"Davis, Luke R"
2017-fa,REL,110,World Religions,0,3,7,0,8,3,3,0,0,1,0,0,0,0,"Mandayam Comar, Janani"
2017-fa,REL,110,World Religions,4,7,4,3,3,0,0,1,0,0,0,0,0,0,"Brinks, Michael J"
2017-fa,REL,110,World Religions,5,7,3,1,2,0,1,1,1,0,0,0,0,0,"Davis, Luke R"
2017-fa,REL,110,World Religions,3,7,2,4,5,2,0,0,0,0,1,0,1,0,"Ott, Beau C"
2017-fa,REL,110,World Religions,8,5,6,2,5,3,0,0,0,0,0,0,0,0,"Wetherholt, Heather M"
2017-fa,REL,110,World Religions,12,5,4,1,3,0,0,0,1,0,0,0,0,0,"Jones, Hannah Gene K"
2017-fa,REL,110,World Religions,5,6,4,2,5,0,1,1,0,0,1,0,0,0,"Reinke, Joshua M"
2017-fa,REL,110,World Religions,4,10,2,0,3,3,0,1,0,0,0,0,0,0,"Jones, Hannah Gene K"
2017-fa,REL,110,World Religions,7,9,4,2,1,2,0,0,0,0,0,0,0,0,"Reinke, Joshua M"
2017-fa,REL,110,World Religions,6,8,4,0,2,0,0,0,0,0,0,0,1,0,"Wetherholt, Heather M"
2017-fa,REL,110,World Religions,1,12,4,1,1,2,0,1,0,0,0,0,1,1,"Reinke, Joshua M"
2017-fa,REL,110,World Religions,12,6,2,1,0,1,0,0,0,0,0,1,1,0,"Acar, Asena"
2017-fa,REL,110,World Religions,7,7,7,2,1,0,0,0,0,0,0,0,1,0,"Acar, Asena"
2017-fa,REL,214,Introduction to Islam,1,9,7,0,6,4,0,3,2,2,3,0,2,1,"Hoffman, Valerie J"
2017-fa,RHET,233,Adv Rhetoric & Composition,1,0,9,10,1,0,1,0,0,0,0,0,1,0,"Sellers, Edward J"
2017-fa,RHET,233,Adv Rhetoric & Composition,0,8,5,6,1,1,0,0,0,0,0,0,1,0,"Prendergast, Catherine J"
2017-fa,RHET,233,Adv Rhetoric & Composition,0,1,7,2,6,5,1,0,0,0,0,0,0,1,"Odom, Michael J"
2017-fa,RST,100,RST in Modern Society,30,23,17,24,18,34,11,11,5,5,4,1,9,0,"Shinew, Kimberly J"
2017-fa,RST,101,Orientation to RST,0,48,0,0,20,0,0,6,0,0,1,0,2,0,"Pyrz, Patty S"
2017-fa,RST,130,Foundations of Sport Mgt,0,12,12,16,25,5,3,5,2,1,2,0,4,0,"Raycraft, Michael"
2017-fa,RST,199,Management in RST,23,15,9,2,6,3,1,5,1,0,0,0,0,0,"Liechty, Toni"
2017-fa,RST,199,Finance Resource Mangement in,0,6,6,7,10,7,4,2,1,1,2,0,0,0,"Chalip, Laurence"
2017-fa,RST,199,CHAMP Student Athlete Seminar,0,40,9,3,6,1,3,3,0,0,1,0,1,0,"Raycraft, Michael"
2017-fa,RST,199,Disability in RST,10,30,11,8,5,1,3,2,0,0,0,0,3,0,"Lefevour, Kelsey M"
2017-fa,RST,199,Coaching Wheelchair Basketball,6,4,12,5,3,3,1,1,0,1,0,0,0,0,"Wheeler, Stephanie L"
2017-fa,RST,200,Leadership in RST,0,25,0,0,15,0,0,4,0,0,0,0,1,0,"Hardin, Donald R"
2017-fa,RST,200,Leadership in RST,0,21,0,0,10,0,0,7,0,0,3,0,0,0,"Hardin, Donald R"
2017-fa,RST,217,Public Recreation,0,13,7,3,3,3,1,1,0,0,0,0,0,0,"Lizzo, Robin D"
2017-fa,RST,230,Diversity in RST,20,34,6,14,22,3,3,7,0,0,0,0,0,0,"Stodolska, Monika"
2017-fa,RST,242,Nature and American Culture,0,96,0,0,45,0,0,17,0,0,3,0,7,1,"Browning, Matthew"
2017-fa,RST,242,Nature and American Culture,124,291,2,41,72,0,18,34,0,11,11,0,50,5,"Milazzo, Liselle A"
2017-fa,RST,255,Ethical Issues in RST,0,30,0,0,10,0,0,0,0,0,0,0,0,0,"Hardin, Donald R"
2017-fa,RST,255,Ethical Issues in RST,0,31,0,0,21,0,0,2,0,0,0,0,2,1,"Hardin, Donald R"
2017-fa,RST,300,Leisure Programming,0,13,0,0,33,0,0,6,0,0,0,0,0,0,"Wachter, Cynthia J"
2017-fa,RST,316,Leisure and Human Development,27,14,7,6,8,6,1,4,1,0,0,0,0,0,"Morris, Lynn B"
2017-fa,RST,325,Leisure Services Marketing,9,18,18,9,10,5,0,1,0,0,0,0,0,0,"Browning, Lara"
2017-fa,RST,335,Leisure and Consumer Culture,4,7,12,10,9,3,0,2,0,0,0,0,1,0,"Wachter, Cynthia J"
2017-fa,RST,340,Facility Management in RST,25,16,9,3,5,2,1,0,0,1,0,0,0,0,"Deterding, Robyn M"
2017-fa,RST,354,Legal Aspects of Sport,1,3,6,0,14,10,0,6,3,2,1,0,0,0,"Emkes, Kyle J"
2017-fa,RST,370,Research Methods & Analysis,7,8,8,4,5,1,2,1,1,0,3,0,0,0,"Berdychevsky Ku, Yelyzave"
2017-fa,RST,410,Administration of Leisure Serv,3,10,8,0,13,4,3,2,2,0,2,0,0,1,"Browning, Lara"
2017-fa,RST,429,Contemporary Issues in RST,0,7,7,7,10,3,0,5,1,1,1,0,0,0,"Stewart, William P"
2017-fa,RST,440,HR Management in RST,0,7,11,7,8,2,2,7,0,1,0,0,1,1,"Lizzo, Robin D"
2017-fa,RST,480,Orientation to Practicum,10,10,5,2,4,2,1,1,0,0,1,0,1,1,"Lizzo, Robin D"
2017-fa,SBC,501,Strat Branding: Global Persp,4,12,2,1,3,1,0,0,0,0,0,0,0,0,"Torelli, Carlos J"
2017-fa,SCAN,251,Viking Mythology,1,16,3,2,3,1,0,0,2,1,0,1,1,0,"Frohlich, Johannes"
2017-fa,SCAN,251,Viking Mythology,0,20,6,2,0,1,1,0,0,0,0,0,0,0,"Frohlich, Johannes"
2017-fa,SCAN,251,Viking Mythology,0,22,5,2,0,1,0,0,0,1,0,0,0,0,"Frohlich, Johannes"
2017-fa,SE,100,Introduction to ISE,69,22,9,5,3,5,0,0,0,0,0,0,3,0,"Krishnan, Girish"
2017-fa,SE,261,Business Side of Engineering,0,28,0,0,48,0,0,19,0,0,6,0,2,0,"Wildblood, Harry S"
2017-fa,SE,310,Dsgn of Structures & Mechanism,0,7,6,16,22,7,7,2,0,0,0,0,0,0,"Kim, Harrison H"
2017-fa,SE,320,Control Systems,5,6,10,7,14,1,1,1,0,0,0,0,1,0,"Etesami, Seyed Rasoul"
2017-fa,SE,400,Engineering Law,0,21,9,7,2,4,1,0,0,0,1,0,0,0,"Barich, Joseph M"
2017-fa,SE,402,Comp-Aided Product Realization,0,9,4,7,1,1,0,1,0,0,0,0,0,0,"Leake, James M"
2017-fa,SE,410,Component Design,1,10,10,6,5,0,0,1,0,0,0,0,1,0,"Allison, James"
2017-fa,SE,420,Digital Control Systems,6,10,3,2,1,0,0,0,0,0,0,0,0,0,"Sun, Ruoyu"
2017-fa,SE,450,Decision Analysis I,7,14,14,15,8,1,1,1,0,0,0,0,1,0,"Wang, Pingfeng"
2017-fa,SE,495,Senior Engineering Project II,6,31,11,5,1,0,0,0,0,0,0,0,0,0,"Wildblood, Harry S"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,42,0,0,26,0,0,7,0,0,4,0,3,0,"Wachtel, Jayne M"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,74,0,0,12,0,0,4,0,0,0,0,0,0,"Wachtel, Jayne M"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,65,0,0,17,0,0,3,0,0,2,0,3,0,"Wachtel, Jayne M"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,53,0,0,20,0,0,6,0,0,0,0,1,1,"Wachtel, Jayne M"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,51,0,0,27,0,0,4,0,0,0,0,3,0,"Wachtel, Jayne M"
2017-fa,SHS,120,"Child, Comm, & Lang Ability",0,51,0,0,14,0,0,1,0,0,1,0,2,0,"Wachtel, Jayne M"
2017-fa,SHS,121,American Sign Language I,3,18,1,0,1,1,0,1,0,0,0,0,0,0,"Dramin Weiss, Susan M"
2017-fa,SHS,121,American Sign Language I,0,9,2,3,4,2,2,2,0,0,0,0,0,0,"Dramin Weiss, Susan M"
2017-fa,SHS,150,Hearing Processes & Disorders,13,10,3,3,9,3,6,3,2,2,0,0,6,0,"Gooler, David M"
2017-fa,SHS,170,Intro Hum Comm Sys & Disorders,31,38,22,16,9,1,1,1,1,0,1,0,3,0,"Mudar, Raksha"
2017-fa,SHS,221,American Sign Language II,0,11,3,2,3,4,1,1,0,0,0,0,0,0,"Leverich, Stacey L"
2017-fa,SHS,221,American Sign Language II,1,14,1,3,5,0,0,0,0,0,1,0,0,0,"Dramin Weiss, Susan M"
2017-fa,SHS,222,Lang&Culture Deaf Communities,8,8,0,2,1,1,1,0,0,0,0,0,0,0,"Davies Brenier, Laura"
2017-fa,SHS,222,Lang&Culture Deaf Communities,13,5,0,1,1,0,0,1,0,0,0,0,0,0,"Davies Brenier, Laura"
2017-fa,SHS,222,Lang&Culture Deaf Communities,8,7,2,4,0,0,0,0,0,0,0,0,0,0,"Davies Brenier, Laura"
2017-fa,SHS,280,Communication Neuroscience,4,13,19,18,11,14,4,1,5,1,0,0,1,0,"Aronoff, Justin E"
2017-fa,SHS,300,Anat & Physiol Spch Mechanism,20,25,22,5,14,8,2,2,0,0,1,0,1,0,"Ishikawa, Keiko"
2017-fa,SHS,320,Development of Spoken Language,0,56,0,0,59,0,0,12,0,0,1,0,1,0,"Rispoli, Matthew"
2017-fa,SHS,321,American Sign Language III,0,10,1,4,6,1,0,1,0,0,0,2,0,0,"Dramin Weiss, Susan M"
2017-fa,SHS,321,American Sign Language III,0,11,5,1,4,0,0,1,0,1,0,0,0,0,"Leverich, Stacey L"
2017-fa,SHS,375,Comm Partners & Health,14,5,0,2,2,0,0,0,1,0,0,0,0,0,"Gower, Rebecca J"
2017-fa,SHS,383,Neurodev Disorders in Context,0,12,14,6,1,3,0,1,0,0,0,0,0,0,"Hahn, Laura J"
2017-fa,SHS,431,Lang Disorders Preschool Child,2,12,8,2,6,0,0,0,0,0,0,0,0,0,"Hadley, Pamela A"
2017-fa,SHS,450,Intro Audiol & Hear Disorders,12,19,8,13,10,6,5,6,1,1,3,0,1,0,"Gooler, David M"
2017-fa,SHS,451,Aural Rehab Children to Adults,6,29,6,6,12,2,1,4,0,1,2,0,0,0,"Chambers, Lou"
2017-fa,SHS,470,Neural Bases Spch Lang,0,17,9,3,2,0,1,0,0,0,0,0,0,0,"Monson, Brian"
2017-fa,SHS,511,Asst & Mgmt of Voice Disorders,0,4,6,10,3,0,0,0,0,0,0,0,0,0,"Mendes, Clarion C"
2017-fa,SHS,532,Lang Disorders Schl-Age Child,4,13,3,1,0,0,0,0,0,0,0,0,0,0,"Johnson, Cynthia J"
2017-fa,SHS,533,Advanced Language Diagnostics,0,21,0,0,2,0,0,0,0,0,0,0,0,0,"Channell, Marie M"
2017-fa,SHS,534,Aphasia and Related Disorders,0,14,5,1,1,1,0,0,0,0,0,0,0,0,"Hengst, Julie A"
2017-fa,SOC,100,Introduction to Sociology,2,12,1,4,6,0,1,3,0,0,2,0,2,0,"Teimourigerdeh, Amirhosse"
