YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019-sp,STAT,511,Mathematical Statistics II,5,23,0,0,0,1,0,0,0,0,0,0,0,0,"Chen, Yuguo"
2019-sp,STAT,542,Statistical Learning,5,54,1,0,4,0,0,0,0,0,0,0,0,0,"Liang, Feng"
2019-sp,STAT,578,Stat Learning in Data Science,5,17,9,6,0,0,0,0,0,0,0,0,0,0,"Qu, Peiyong"
2019-sp,TAM,210,Introduction to Statics,24,43,17,7,20,5,9,8,1,3,6,0,5,0,"Chang, Wayne"
2019-sp,TAM,211,Statics,14,29,12,11,5,10,7,11,3,3,2,0,5,0,"Chang, Wayne"
2019-sp,TAM,212,Introductory Dynamics,17,30,29,36,42,23,27,18,8,3,5,5,1,0,"West, Matthew"
2019-sp,TAM,212,Introductory Dynamics,13,27,17,14,17,12,8,14,7,9,1,2,1,0,"Matlack, Kathryn"
2019-sp,TAM,251,Introductory Solid Mechanics,21,21,14,14,10,8,4,7,1,1,2,0,2,0,"Ertekin, Elif"
2019-sp,TAM,251,Introductory Solid Mechanics,30,27,29,26,30,15,8,12,7,3,6,0,2,1,"Mercer, Brian S"
2019-sp,TAM,252,Solid Mechanics Design,6,1,4,3,3,1,1,2,1,0,0,0,0,0,"Johnson, Blake E"
2019-sp,TAM,335,Introductory Fluid Mechanics,0,7,9,12,10,10,7,1,3,0,4,0,3,1,"Hilgenfeldt, Sascha"
2019-sp,TAM,335,Introductory Fluid Mechanics,4,8,7,7,4,4,3,7,4,0,0,0,1,0,"Feng, Jie"
2019-sp,TAM,412,Intermediate Dynamics,0,4,7,6,5,5,1,2,1,0,0,0,2,0,"Berent, Zachary T"
2019-sp,TAM,445,Continuum Mechanics,3,8,3,4,5,3,4,5,0,0,0,0,0,0,"Jasiuk, Iwona M"
2019-sp,TAM,542,Mathematical Methods II,3,8,3,4,7,3,0,0,0,0,0,0,0,0,"Matalon, Moshe"
2019-sp,TE,250,From Idea to Enterprise,8,18,8,3,2,0,0,0,0,0,0,0,0,0,"Sorkin, Harlan L"
2019-sp,TE,333,"Creativity, Innovation, Vision",5,10,2,4,2,1,1,1,2,0,0,1,1,0,"Jahnke, Keilin T"
2019-sp,TE,360,Lect in Engrg Entrepreneurship,58,1,1,2,0,0,0,0,0,0,0,0,1,0,"Harbourt, Christopher M"
2019-sp,TE,360,Lect in Engrg Entrepreneurship,38,15,1,2,0,0,0,0,1,0,0,0,0,0,"Singer, Andrew C"
2019-sp,TE,401,Develop Breakthrough Projects,38,15,1,2,0,0,0,0,1,0,0,0,0,0,"Singer, Andrew C"
2019-sp,TE,450,"Startups:Inc,Fund,Contracts,IP",0,11,8,4,4,3,1,0,0,0,0,0,0,1,"Barich, Joseph M"
2019-sp,TE,460,Lect in Engrg Entrepreneurship,25,1,0,1,0,1,0,0,0,0,0,0,0,0,"Harbourt, Christopher M"
2019-sp,TE,466,High-Tech Venture Marketing,0,13,6,2,1,0,0,1,0,0,0,0,1,0,"Gill, Shahbaz"
2019-sp,TE,566,Finance for Engineering Mgmt,0,20,0,0,0,0,0,2,0,0,0,0,0,0,"Lilly, Brian P"
2019-sp,THEA,100,Practicum I,2,52,3,1,4,0,0,3,0,0,0,0,1,0,"Ciofalo, Terry A"
2019-sp,THEA,101,Introduction to Theatre Arts,35,19,10,2,4,3,1,4,4,1,1,0,2,0,"Morrissette, Jason W"
2019-sp,THEA,101,Introduction to Theatre Arts,20,10,3,2,4,2,2,0,0,0,0,0,1,0,"Burditt, Brandon N"
2019-sp,THEA,101,Introduction to Theatre Arts,24,6,3,1,0,2,1,0,1,1,0,0,1,0,"Hernandez, Erica C"
2019-sp,THEA,101,Introduction to Theatre Arts,28,7,7,3,1,0,0,1,0,0,1,0,0,0,"Fox, Rachael E"
2019-sp,THEA,101,Introduction to Theatre Arts,23,11,2,0,1,0,0,1,0,1,0,0,1,0,"Higgins, Charence M"
2019-sp,THEA,101,Introduction to Theatre Arts,33,5,1,1,1,2,1,0,0,0,0,0,1,0,"Jenkins, J'Laney A"
2019-sp,THEA,101,Introduction to Theatre Arts,19,7,7,4,3,1,1,1,0,0,0,0,2,0,"Morrill, Andrew K"
2019-sp,THEA,101,Introduction to Theatre Arts,29,8,1,0,4,0,1,0,0,0,0,1,1,0,"Ramsey, Nathan M"
2019-sp,THEA,101,Introduction to Theatre Arts,26,5,0,3,1,1,1,1,0,1,1,0,1,0,"Rivera, Daniel A"
2019-sp,THEA,101,Introduction to Theatre Arts,30,7,0,1,3,3,1,0,0,0,0,0,0,0,"Toruno, Amy"
2019-sp,THEA,101,Introduction to Theatre Arts,30,5,2,1,3,0,0,1,1,0,0,1,1,0,"Yoerges, Daniel W"
2019-sp,THEA,101,Introduction to Theatre Arts,21,9,4,4,2,1,1,0,1,0,0,2,1,0,"Stake, Alison E"
2019-sp,THEA,101,Introduction to Theatre Arts,27,5,5,3,1,2,0,0,1,0,0,0,0,0,"Frydrychowski, David E"
2019-sp,THEA,101,Introduction to Theatre Arts,18,2,5,3,1,0,0,1,1,0,0,1,1,0,"Prendergast, Ryan M"
2019-sp,THEA,101,Introduction to Theatre Arts,16,7,7,4,5,2,0,0,2,1,0,0,1,0,"Prendergast, Ryan M"
2019-sp,THEA,101,Introduction to Theatre Arts,22,8,1,1,4,2,0,4,0,0,0,0,2,0,"Prendergast, Ryan M"
2019-sp,THEA,101,Introduction to Theatre Arts,23,1,4,0,1,2,0,1,0,0,3,0,2,0,"Prendergast, Ryan M"
2019-sp,THEA,101,Introduction to Theatre Arts,26,6,4,3,1,4,1,0,0,0,0,0,2,1,"Miller, Thomas J"
2019-sp,THEA,101,Introduction to Theatre Arts,31,8,1,1,3,1,0,1,0,0,0,1,1,0,"Frydrychowski, David E"
2019-sp,THEA,101,Introduction to Theatre Arts,30,2,2,2,1,1,2,0,0,1,2,0,0,0,"Frydrychowski, David E"
2019-sp,THEA,101,Introduction to Theatre Arts,10,6,1,7,4,2,2,5,0,2,0,0,1,1,"Scheier, Jennifer L"
2019-sp,THEA,101,Introduction to Theatre Arts,29,4,3,2,1,3,1,0,0,0,0,1,1,0,"Frydrychowski, David E"
2019-sp,THEA,101,Introduction to Theatre Arts,15,9,0,5,1,1,1,2,1,0,0,0,6,1,"Moran, Thomas E"
2019-sp,THEA,101,Introduction to Theatre Arts,35,4,1,1,0,0,0,0,0,1,0,1,0,0,"Hosseinzadeh Sa, Katayoun"
2019-sp,THEA,101,Introduction to Theatre Arts,14,7,5,5,3,1,1,3,0,1,3,0,3,0,"Odom, Mary K"
2019-sp,THEA,101,Introduction to Theatre Arts,28,7,2,2,2,1,1,1,1,0,1,0,1,0,"Steinrock, Jessica R"
2019-sp,THEA,103,Survey of Theatre Production,7,7,7,6,2,5,2,0,0,0,0,0,1,0,"Jenkins, Jeffrey E"
2019-sp,THEA,110,Broadway Musicals,65,9,8,7,0,2,3,0,1,0,0,0,0,0,"Morrissette, Jason W"
2019-sp,THEA,175,Fundamentals of Acting II,0,5,4,2,2,4,1,2,2,1,0,0,0,0,"Anderson, Robert G"
2019-sp,THEA,361,History of Theatre II,8,20,6,4,4,0,1,2,0,0,1,0,2,0,"Syer, Katherine R"
2019-sp,THEA,400,Practicum IV,0,19,0,1,1,0,0,0,0,0,1,0,0,0,"Kocher, Cynthia"
2019-sp,THEA,450,Management Seminar,0,19,1,1,1,0,1,0,0,0,0,0,0,0,"Ciofalo, Terry A"
2019-sp,THEA,595,Creative Project,19,6,1,9,5,0,0,0,0,0,1,0,0,0,"Ciofalo, Terry A"
2019-sp,TSM,100,Technical Systems in Agr,1,7,4,3,11,1,2,11,3,1,2,5,4,1,"Raveendran Nair, Gopu"
2019-sp,TSM,234,"Wiring, Motors and Control Sys",1,17,3,2,13,1,1,6,1,1,2,2,1,0,"Raveendran Nair, Gopu"
2019-sp,TSM,262,Off-Road Equipment Management,4,5,0,0,11,0,0,2,0,0,1,0,1,0,"Hansen, Alan C"
2019-sp,TSM,311,Humanity in the Food Web,4,27,23,17,18,2,7,1,2,0,1,0,0,0,"Rodriguez, Luis F"
2019-sp,TSM,363,Fluid Power Systems,2,8,0,3,1,1,3,3,0,0,0,1,0,0,"Grift, Tony E"
2019-sp,TSM,371,Residential Housing Design,1,4,0,6,11,0,3,6,0,1,0,0,1,0,"Gates, Richard S"
2019-sp,TSM,381,Grain Drying & Storage Systems,1,3,10,4,7,2,3,0,2,1,0,0,1,0,"Rausch, Kent D"
2019-sp,TSM,464,Engine and Tractor Power,0,3,3,3,0,6,1,0,3,0,0,4,0,0,"Hansen, Alan C"
2019-sp,UP,185,Cities in a Global Perspective,9,11,3,1,3,3,0,2,0,0,1,0,0,0,"Huq, Efadul"
2019-sp,UP,201,Planning in Action,0,23,6,1,1,2,2,0,0,1,0,0,1,0,"Edwards, Mary M"
2019-sp,UP,204,Chicago: Planning & Urban Life,0,6,7,5,4,2,1,1,2,0,0,0,2,0,"Wilson, Beverly K"
2019-sp,UP,205,Ecology & Env Sustainability,3,9,5,10,11,1,2,1,1,0,0,0,1,0,"Schneider, Daniel W"
2019-sp,UP,316,Urban Informatics II,1,5,7,4,7,2,2,3,0,1,0,2,0,0,"Lee, Bumsoo"
2019-sp,UP,345,Economic Development Planning,3,12,1,1,5,1,1,0,0,0,0,0,0,0,"Rost, Craig"
2019-sp,UP,406,Urban Ecology,2,8,3,3,6,2,1,2,0,0,1,0,1,0,"Schneider, Daniel W"
2019-sp,UP,418,GIS for Planners,0,22,5,5,7,1,0,0,1,0,0,0,0,0,"Hossain Shubho, Md Tanvir"
2019-sp,UP,466,"Energy, Plng & Blt Environment",0,14,4,2,0,2,0,0,0,0,0,0,0,0,"White, Morgan B"
2019-sp,UP,475,Real Estate Dev. Fundamentals,2,17,3,1,3,0,0,0,0,0,0,0,0,0,"Allred, Dustin"
2019-sp,UP,494,Public Transportation Planning,0,11,7,3,0,0,1,1,0,0,0,0,0,0,"Braun, Lindsay M"
2019-sp,UP,505,Urban and Regional Analysis,2,6,11,3,2,2,0,0,0,0,0,0,0,0,"Doussard, Marc J"
2019-sp,UP,510,Plan Making,1,5,12,6,1,0,0,0,0,0,0,0,1,0,"Pendall, Rolf J"
2019-sp,VM,603,Structure and Function II,0,36,0,0,60,0,0,32,0,0,1,0,0,0,"Ko, CheMyong"
2019-sp,VM,604,Structure and Function III,0,42,0,0,56,0,0,30,0,0,1,0,0,0,"Foreman, Jonathan H"
2019-sp,VM,608,Pathobiology III,0,33,0,0,66,0,0,34,0,0,3,0,0,0,"Barger, Anne M"
2019-sp,VM,611,Medicine and Surgery III,0,5,0,0,72,0,0,74,0,0,4,0,0,0,"Fan, Timothy M"
2019-su,ACCY,200,Fundamentals of Accounting,6,17,16,11,9,12,5,4,3,4,1,0,1,1,"Silhan, Peter A"
2019-su,ACCY,301,Atg Measurement & Disclosure,0,6,3,4,4,5,0,5,0,3,1,1,0,0,"Jang, Hansol"
2019-su,ACCY,302,Decision Making for Atg,5,8,4,7,0,3,0,0,0,0,0,0,0,0,"Han, Jong Won"
2019-su,ACCY,410,Advanced Financial Reporting,0,5,4,3,4,5,0,0,0,0,0,0,0,0,"Penn, Michael W"
2019-su,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",17,4,1,0,0,1,0,0,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2019-su,ACCY,501,Accounting Analysis I,3,10,8,3,4,4,1,0,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2019-su,ACCY,501,Accounting Analysis I,4,14,8,4,3,1,0,0,0,0,0,0,0,0,"Augusto Sampaio, Gerlando"
2019-su,ACCY,501,Accounting Analysis I,0,13,2,9,8,2,0,1,0,0,0,0,0,1,"Ibrahim, Adel Nematallah"
2019-su,ACCY,503,Managerial Accounting,7,29,7,6,4,2,0,1,0,0,0,0,0,0,"Fisher, Mitchell B"
2019-su,ACCY,593,Special Research Problems,3,21,8,0,3,4,0,0,0,0,0,0,0,0,"Kustanovich, Michael"
2019-su,ACCY,593,Special Research Problems,1,21,7,2,6,2,1,0,0,0,0,0,0,0,"Kustanovich, Michael"
2019-su,ACCY,593,Prof Soft Skills I,0,60,0,0,0,0,0,1,0,0,0,0,0,0,"Reierson, Timothy J"
2019-su,ACE,240,Personal Financial Planning,3,11,7,14,10,0,1,0,1,1,1,1,1,0,"Stoddard, Paul B"
2019-su,ADV,281,Advertising Research Methods,0,1,3,5,2,6,5,3,1,1,0,1,0,0,"Sar, Sela"
2019-su,ADV,312,Advertising History,0,6,4,2,1,0,1,1,0,3,0,5,1,0,"Chambers, Jason P"
2019-su,AFRO,100,Intro to African American St,2,17,14,8,2,6,0,3,0,0,0,0,2,0,"McMillion, Desiree Y"
2019-su,AFST,222,Introduction to Modern Africa,8,7,4,3,2,0,1,0,1,0,0,2,0,0,"Barro, Maimouna A"
2019-su,ANSC,110,Life With Animals and Biotech,0,7,6,0,3,2,0,1,1,0,0,0,1,0,"Allen, Crystal A"
2019-su,ANSC,205,World Animal Resources,12,10,0,1,1,1,0,0,0,0,2,0,0,0,"Emmert, Jason L"
2019-su,ANTH,103,Anthro in a Changing World,18,18,6,0,3,1,2,1,0,2,0,0,4,0,"Branigan, Claire T"
2019-su,ANTH,143,Biology of Human Behavior,13,2,2,0,3,1,1,0,0,0,1,1,2,0,"Yim, An-Di"
2019-su,ANTH,180,The Archaeology of Death,10,8,4,2,2,0,0,1,1,0,1,0,2,0,"Silverman, Helaine I"
2019-su,ANTH,246,Forensic Science,0,16,6,6,8,1,3,1,1,0,1,0,2,1,"Lee, Amanda"
2019-su,ART,100,Understanding Visual Culture,0,11,8,6,3,2,1,1,0,0,0,0,2,0,"Burns, Jennifer"
2019-su,ARTD,209,Chado (The Way of Tea),3,18,2,6,5,1,1,3,1,1,0,0,5,0,"Gunji-Ballsrud, Jennifer"
2019-su,ASTR,100,Introduction to Astronomy,1,16,4,3,3,5,3,3,0,0,0,0,5,0,"Lu, Yinghe"
2019-su,ASTR,330,Extraterrestrial Life,4,28,9,3,3,0,1,0,0,0,0,0,0,0,"Wen, Di"
2019-su,ATMS,120,Severe and Hazardous Weather,9,44,10,10,29,9,3,7,1,1,1,0,7,1,"Choate, Jessica J"
2019-su,BADM,300,The Legal Environment of Bus,50,18,1,5,3,1,2,2,0,1,0,0,0,0,"Wright, Margaret"
2019-su,BADM,300,The Legal Environment of Bus,19,30,10,12,9,5,4,1,1,0,3,0,0,0,"Fricke, Michael R"
2019-su,BADM,310,Mgmt and Organizational Beh,0,204,27,13,12,1,0,4,1,0,0,0,3,0,"Gill, Shahbaz"
2019-su,BADM,320,Principles of Marketing,0,166,13,11,11,0,2,1,2,0,1,0,5,1,"Gill, Shahbaz"
2019-su,BADM,350,IT for Networked Organizations,1,18,3,2,1,3,1,0,2,1,0,0,1,1,"Sachdev, Vishal"
2019-su,BADM,375,Operations Management,0,6,2,4,5,4,1,1,1,2,5,0,4,1,"Scott, Nehemiah"
2019-su,BADM,380,International Business,16,19,5,3,2,1,0,0,0,0,0,0,0,0,"Bucheli, Marcelo"
2019-su,BADM,403,Corporate & Commercial Law,14,21,7,7,0,0,0,0,0,0,0,0,2,0,"Fricke, Michael R"
2019-su,BADM,501,Introduction to Business,0,16,1,0,2,1,0,0,1,0,0,0,0,0,"Martinez, Candace A"
2019-su,BADM,544,Strategic Management,8,140,147,169,161,55,29,28,7,3,3,1,7,3,"Sleptsov, Alexander"
2019-su,BADM,544,Strategic Management,1,22,21,29,15,9,7,0,0,0,0,0,0,2,"Sleptsov, Alexander"
2019-su,BADM,567,Process Management,1,3,6,13,8,3,0,0,0,0,0,0,0,0,"Chhajed, Dilip"
2019-su,BADM,567,Process Management,3,11,12,11,18,0,0,0,0,0,0,0,0,0,"Chhajed, Dilip"
2019-su,BADM,572,Stat for Mgt Decision Making,9,30,6,2,3,0,1,0,0,0,0,0,0,0,"Anand, Gopesh J"
2019-su,BADM,588,Business Practice Immersion,17,2,2,1,1,0,0,0,0,0,0,0,0,0,"Chhajed, Dilip"
2019-su,BADM,590,DataToolKit:DataMod&PredAnalyt,284,28,1,3,4,1,0,0,0,0,0,0,24,1,"Seshadri, Sridhar"
2019-su,BADM,590,Digital Marketing Analytics,154,157,22,9,5,3,0,0,0,0,0,0,10,0,"Hartman, Kevin E"
2019-su,BADM,590,IntroBusAnalytics:CommWithData,147,137,21,7,6,2,1,0,2,0,0,0,3,1,"Hartman, Kevin E"
2019-su,BADM,590,Global Impact:CulPsych&BusEth,102,92,19,12,5,3,1,0,1,0,1,0,1,0,"Torelli, Carlos J"
2019-su,BADM,590,Fostering Creative Thinking,192,154,111,50,30,15,6,6,7,0,0,0,2,0,"Loewenstein, Jeffrey"
2019-su,BADM,590,DataToolKit:DataMod&PredAnalyt,46,6,2,0,0,0,0,0,0,0,0,0,9,0,"Seshadri, Sridhar"
2019-su,BADM,590,Digital Marketing Analytics,17,14,3,1,0,0,0,0,0,0,0,0,4,0,"Hartman, Kevin E"
2019-su,BADM,590,IntroBusAnalytics:CommWithData,18,43,4,2,2,1,0,0,0,0,0,1,1,0,"Hartman, Kevin E"
2019-su,BADM,590,Global Impact:CulPsych&BusEth,16,4,1,1,0,0,0,0,0,0,0,0,1,0,"Torelli, Carlos J"
2019-su,BADM,590,Fostering Creative Thinking,18,17,9,3,5,1,0,0,0,0,0,0,0,0,"Loewenstein, Jeffrey"
2019-su,CHEM,102,General Chemistry I,1,1,3,7,4,3,1,2,5,0,1,1,2,0,"Gunasekera, Mutha Merenna"
2019-su,CHEM,102,General Chemistry I,0,2,2,4,4,4,4,4,3,3,3,9,10,6,"Marville, Kelly"
2019-su,CHEM,103,General Chemistry Lab I,0,19,2,4,0,1,0,0,0,0,0,0,0,0,"Delaporte, Elise A"
2019-su,CHEM,104,General Chemistry II,2,5,3,1,3,1,0,1,1,1,3,0,2,0,"Hummel, Thomas J"
2019-su,CHEM,104,General Chemistry II,5,10,4,9,16,10,14,15,12,5,3,2,1,0,"Ray, Christian R"
2019-su,CHEM,105,General Chemistry Lab II,16,7,2,1,1,1,0,0,1,0,0,0,1,0,"Bruchhauser, Alexander D"
2019-su,CHEM,232,Elementary Organic Chemistry I,4,11,2,6,17,3,4,12,1,0,6,1,7,1,"Kell, David A"
2019-su,CHEM,233,Elementary Organic Chem Lab I,2,14,6,4,9,1,1,2,0,0,0,0,0,0,"Axelson, Jordan C"
2019-su,CHEM,332,Elementary Organic Chem II,2,0,4,2,7,5,2,0,3,0,1,1,0,3,"Koerner, Michael"
2019-su,CHLH,101,Introduction to Public Health,7,13,6,2,5,3,5,6,0,0,1,1,3,1,"Adamson, Brynn C"
2019-su,CHLH,206,Human Sexuality,0,10,7,4,6,2,1,4,0,1,0,1,2,0,"Rinaldi-Miles, Anna I"
2019-su,CHLH,210,Community Health Organizations,11,4,3,2,3,2,1,1,1,0,0,1,4,0,"Pellum, Danielle M"
2019-su,CHLH,243,Drug Use and Abuse,14,10,3,5,4,1,1,1,1,0,0,0,4,0,"Shaw, Sheri"
2019-su,CHLH,274,Introduction to Epidemiology,2,4,3,1,0,7,0,4,4,2,0,0,4,1,"Rosenblatt, Karin A"
2019-su,CLCV,115,Mythology of Greece and Rome,0,8,6,2,4,2,3,0,2,0,1,0,0,0,"Schroer, Clayton A"
2019-su,CLCV,115,Mythology of Greece and Rome,1,6,5,5,3,3,1,0,1,0,0,0,1,0,"Goebel, Clarissa A"
2019-su,CLCV,115,Mythology of Greece and Rome,1,6,0,1,5,4,3,2,2,1,0,1,1,0,"Wells, Jessica R"
2019-su,CMN,336,Family Communication,0,8,4,3,3,1,0,2,2,0,0,1,0,1,"Moga, Jillian L"
2019-su,CMN,336,Family Communication,0,7,3,4,3,3,0,1,1,0,0,0,3,0,"Hebert, Mary Grace B"
2019-su,CMN,336,Family Communication,2,7,5,2,4,2,0,2,0,0,0,0,4,0,"Ramey, Mary E"
2019-su,CS,173,Discrete Structures,5,15,12,6,12,7,8,4,4,4,3,0,1,2,"Evans, Graham C"
2019-su,CS,411,Database Systems,20,25,10,3,5,1,1,0,0,0,0,0,1,0,"Alawini, Abdussalam A"
2019-su,CS,498,Data Visualiztion,198,75,18,11,7,4,4,1,0,0,1,1,6,1,"Hart, John C"
2019-su,CS,498,Data Visualiztion,13,5,0,1,1,0,0,1,2,1,2,0,1,1,"Hart, John C"
2019-su,DANC,100,Intro to Contemporary Dance,8,28,27,7,1,3,2,1,0,2,1,0,4,1,"Fox, Kaitlin M"
2019-su,ECE,205,Electrical & Electronic Ckts,2,5,4,1,3,2,2,2,1,0,0,0,0,0,"Cheng, Zuofu"
2019-su,ECE,210,Analog Signal Processing,2,3,6,5,5,3,1,3,0,0,0,0,1,0,"Chen, Yuting W"
2019-su,ECE,220,Computer Systems & Programming,6,1,3,0,0,1,3,1,2,2,3,0,3,0,"Bhowmik, Ujjal K"
2019-su,ECE,310,Digital Signal Processing,4,4,1,6,2,2,4,3,1,0,0,0,0,0,"Radhakrishnan, Chandrasek"
2019-su,ECE,313,Probability with Engrg Applic,1,5,5,6,8,7,3,5,3,0,1,0,2,0,"Alvarez, Juan"
2019-su,ECE,313,Probability with Engrg Applic,3,2,2,6,6,8,5,4,1,0,1,0,1,0,"Alvarez, Juan"
2019-su,ECE,329,Fields and Waves I,9,2,1,1,3,2,2,1,0,0,0,0,0,0,"Kudeki, Erhan"
2019-su,ECE,329,Fields and Waves I,6,3,1,0,4,3,2,3,1,0,0,0,0,0,"Kudeki, Erhan"
2019-su,ECON,102,Microeconomic Principles,24,43,18,17,5,3,2,3,1,1,4,2,7,1,"Vazquez, Jose J"
2019-su,ECON,103,Macroeconomic Principles,3,10,8,10,19,5,9,7,6,0,2,0,5,0,"McDermott, Eric M"
2019-su,ECON,202,Economic Statistics I,0,6,0,0,9,0,0,7,0,0,4,0,1,0,"Schultz, Colleen"
2019-su,ECON,203,Economic Statistics II,32,7,6,5,12,6,5,10,4,3,1,0,9,1,"McDermott, Eric M"
2019-su,ECON,302,Inter Microeconomic Theory,26,21,17,19,11,8,11,15,6,8,10,3,11,2,"Buckley, Bryan D"
2019-su,ECON,303,Inter Macroeconomic Theory,2,7,5,4,15,4,3,7,3,0,0,0,4,2,"McDermott, Eric M"
2019-su,ECON,415,Environmental Economics,2,9,8,3,9,5,7,4,0,2,2,0,0,2,"Buckley, Bryan D"
2019-su,ECON,420,International Economics,10,20,6,1,2,0,0,0,0,0,0,0,0,0,"DiIanni, Isaac"
2019-su,ECON,529,Macroeconomics for Business,400,174,47,25,38,19,6,0,0,1,1,1,41,5,"Esfahani, Hadi S"
2019-su,ECON,529,Macroeconomics for Business,70,27,7,4,1,1,0,1,0,0,0,0,8,0,"Esfahani, Hadi S"
2019-su,EIL,460,Principles of Language Testing,9,8,1,0,2,0,0,0,0,0,0,0,1,0,"Yan, Xun"
2019-su,ENGL,104,Intro to Film,0,4,1,5,3,0,2,1,0,0,0,0,5,0,"Slobodnik, Sydney J"
2019-su,EPS,310,Race and Cultural Diversity,0,19,5,4,0,2,0,1,1,0,0,0,0,1,"Moton, Theopolies J"
2019-su,EPS,405,Historical & Social Barriers,0,99,19,8,2,0,4,0,2,0,0,0,0,0,"Pak, Yoon K"
2019-su,EPS,413,Aesthetic Education,2,21,10,1,0,0,0,0,0,0,0,0,0,0,"Dhillon, Pradeep A"
2019-su,EPS,415,Technology &Educational Reform,0,54,26,9,7,0,0,0,0,0,0,0,0,1,"Burbules, Nicholas C"
2019-su,EPS,500,Essentials of the Ed Doctorate,0,40,2,0,2,1,0,0,0,0,0,0,1,0,"Lee, Sharon S"
2019-su,ESE,360,Environmental Writing,0,9,4,4,2,2,0,4,0,0,1,0,3,0,"Tomkin, Jonathan H"
2019-su,FIN,221,Corporate Finance,1,45,9,8,20,8,7,5,1,1,0,0,5,0,"Dyer, Michael A"
2019-su,FIN,511,Investments,0,17,9,6,7,4,0,0,0,0,0,0,0,0,"Peters, Stephen R"
2019-su,FIN,580,Advanced Corporate Finance,19,23,19,0,5,0,0,2,0,0,0,0,0,0,"Yang, Xi"
2019-su,FSHN,120,Contemporary Nutrition,0,25,0,0,16,0,0,8,0,0,1,0,0,1,"Burkhalter, Toni M"
2019-su,FSHN,595,Nutrition for Health & Fitness,0,38,0,0,1,0,0,0,0,0,0,0,0,0,"Kundrat, Susan M"
2019-su,GEOG,101,Global Development&Environment,12,7,5,3,1,1,0,1,0,0,1,0,0,0,"Vander Kelen, Amanda L"
2019-su,GEOL,117,The Oceans,3,8,3,2,3,1,0,1,0,0,0,0,1,0,"Pettijohn, Justin C"
2019-su,HDFS,105,Intro to Human Development,16,7,4,3,2,2,1,1,0,0,1,2,3,0,"Theisen, Jaclyn C"
2019-su,HIST,273,Illinois History,3,5,3,0,2,3,2,0,1,0,0,0,2,0,"Rezende Da Silv, Thais"
2019-su,HRD,411,Instruct & Train System Design,0,20,7,0,3,2,0,0,0,0,0,0,1,0,"Li, Jie"
2019-su,HRD,472,Learning Technologies,0,18,13,0,5,5,2,1,0,0,0,0,5,0,"Scagnoli, Norma I"
2019-su,HRD,572,e-Learning Ecologies,25,1,1,0,0,0,0,1,0,0,0,0,0,0,"Cope, William"
2019-su,IB,150,Organismal & Evolutionary Biol,3,13,9,9,5,3,2,1,3,0,0,0,1,0,"Clegg, Benjamin F"
2019-su,IB,364,Genomics and Human Health,16,6,0,2,0,0,1,0,0,0,0,0,0,0,"Manaster, Joanne L"
2019-su,IB,533,Human Genome & Bioinformatics,18,3,0,1,0,0,0,0,0,0,0,0,0,0,"Manaster, Joanne L"
2019-su,IS,502,Libraries Info and Society,0,29,0,0,0,1,0,0,0,0,0,0,0,0,"Williams, DeAnza"
2019-su,IS,504,Reference and Info Services,11,6,5,3,1,0,0,0,0,0,0,0,0,0,"Wong, Melissa A"
2019-su,IS,532,Theory & Pract Data Cleaning,266,18,1,0,1,0,0,0,0,0,0,0,0,0,"Ludaescher, Bertram"
2019-su,IS,590,Social Justice in Youth Lit,3,15,2,0,0,1,0,0,0,0,0,0,0,0,"Lucht, Karla S"
2019-su,JOUR,200,Introduction to Journalism,4,20,7,9,11,8,4,0,1,0,0,1,5,0,"Follis, Jennifer E"
2019-su,KIN,122,Physical Activity and Health,2,10,14,2,0,3,2,1,2,0,0,1,5,0,"Richards, Alicia"
2019-su,LA,314,History of World Landscapes,20,21,1,1,1,0,4,0,1,0,0,0,0,0,"Kraszewska, Katherine T"
2019-su,LAST,170,Introduction to Latin America,8,5,0,2,3,1,1,1,1,0,0,0,1,0,"Burga Cahuana, Carol M"
2019-su,LER,542,Collective Bargaining,2,22,2,0,2,1,0,0,0,0,0,0,0,0,"Avgar, Ariel C"
2019-su,LER,545,Economics of Human Resources,0,23,3,0,1,0,1,0,0,0,0,0,0,0,"Sun, Yuanyuan"
2019-su,LER,590,Fundamentals of Business & Man,0,14,4,3,3,2,0,1,0,0,0,0,0,0,"Neuman, Eric J"
2019-su,LLS,100,Intro Latina/Latino Studies,2,2,6,4,1,3,1,2,1,0,0,1,2,0,"Leon-Boys, Diana"
2019-su,MACS,356,Sex & Gender in Popular Media,6,6,1,0,2,2,0,0,0,0,1,0,3,0,"Robinson, Jessica L"
2019-su,MATH,231,Calculus II,5,4,3,3,5,0,0,1,0,0,2,0,0,0,"Folwaczny, Lena C"
2019-su,MATH,231,Calculus II,0,4,2,1,6,1,0,4,0,0,1,1,5,1,"Carpenter, Bruce"
2019-su,MATH,241,Calculus III,0,6,4,3,7,1,0,3,0,0,0,0,0,1,"Carpenter, Bruce"
2019-su,MATH,285,Intro Differential Equations,0,7,2,3,5,0,2,6,0,0,0,0,1,2,"Carpenter, Bruce"
